imageid,datetime,nadults,nchicks,neggs,tempc,lunar_phase,URL
SPIGa2013b_004219,2013:10:17 18:00:00,0,0,0,-8.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed212fc4d79f3050ba5.JPG
SPIGa2013b_004220,2013:10:17 19:00:00,0,0,0,-8.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed212fc4d79f3050ba7.JPG
SPIGa2013b_004223,2013:10:18 07:00:00,0,0,0,-8.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed212fc4d79f3050bad.JPG
SPIGa2013b_004281,2013:10:21 20:00:00,0,0,0,-8.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed312fc4d79f3050c21.JPG
SPIGa2013b_004368,2013:10:27 17:00:00,0,0,0,-8.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed412fc4d79f3050ccf.JPG
SPIGa2013b_004520,2013:11:06 19:00:00,6,0,0,-8.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed512fc4d79f3050dff.JPG
SPIGa2013b_004553,2013:11:09 07:00:00,9,0,0,-8.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed512fc4d79f3050e41.JPG
SPIGa2013b_004567,2013:11:09 21:00:00,13,0,0,-8.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed512fc4d79f3050e5d.JPG
SPIGa2013b_002151,2013:06:01 20:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec112fc4d79f304fb7d.JPG
SPIGa2013b_002152,2013:06:01 21:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec112fc4d79f304fb7f.JPG
SPIGa2013b_002367,2013:06:16 11:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec312fc4d79f304fd2d.JPG
SPIGa2013b_002426,2013:06:20 10:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec312fc4d79f304fda3.JPG
SPIGa2013b_002443,2013:06:21 12:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fdc5.JPG
SPIGa2013b_002444,2013:06:21 13:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fdc7.JPG
SPIGa2013b_002458,2013:06:22 12:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fde3.JPG
SPIGa2013b_002489,2013:06:24 13:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe21.JPG
SPIGa2013b_002498,2013:06:25 07:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe33.JPG
SPIGa2013b_002499,2013:06:25 08:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe35.JPG
SPIGa2013b_002509,2013:06:25 18:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe49.JPG
SPIGa2013b_002510,2013:06:25 19:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe4b.JPG
SPIGa2013b_002511,2013:06:25 20:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe4d.JPG
SPIGa2013b_002519,2013:06:26 13:00:00,0,0,0,-8.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe5d.JPG
SPIGa2013b_002520,2013:06:26 14:00:00,0,0,0,-8.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe5f.JPG
SPIGa2013b_002718,2013:07:09 17:00:00,0,0,0,-8.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec612fc4d79f304ffeb.JPG
SPIGa2013b_002766,2013:07:12 20:00:00,0,0,0,-8.89,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec612fc4d79f305004b.JPG
SPIGa2013b_002819,2013:07:16 13:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500b5.JPG
SPIGa2013b_002821,2013:07:16 15:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500b9.JPG
SPIGa2013b_002824,2013:07:16 18:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500bf.JPG
SPIGa2013b_002835,2013:07:17 14:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500d5.JPG
SPIGa2013b_002839,2013:07:17 18:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500dd.JPG
SPIGa2013b_002856,2013:07:18 20:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500ff.JPG
SPIGa2013b_002857,2013:07:18 21:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f3050101.JPG
SPIGa2013b_002878,2013:07:20 12:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f305012b.JPG
SPIGa2013b_002883,2013:07:20 17:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f3050135.JPG
SPIGa2013b_002885,2013:07:20 19:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f3050139.JPG
SPIGa2013b_002968,2013:07:26 12:00:00,0,0,0,-8.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f30501df.JPG
SPIGa2013b_002969,2013:07:26 13:00:00,0,0,0,-8.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f30501e1.JPG
SPIGa2013b_002970,2013:07:26 14:00:00,0,0,0,-8.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f30501e3.JPG
SPIGa2013b_003008,2013:07:29 07:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f305022f.JPG
SPIGa2013b_003009,2013:07:29 08:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f3050231.JPG
SPIGa2013b_003099,2013:08:04 08:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502e5.JPG
SPIGa2013b_003110,2013:08:04 19:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502fb.JPG
SPIGa2013b_003118,2013:08:05 12:00:00,0,0,0,-8.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f305030b.JPG
SPIGa2013b_003120,2013:08:05 14:00:00,0,0,0,-8.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f305030f.JPG
SPIGa2013b_003121,2013:08:05 15:00:00,0,0,0,-8.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f3050311.JPG
SPIGa2013b_003122,2013:08:05 16:00:00,0,0,0,-8.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f3050313.JPG
SPIGa2013b_003137,2013:08:06 16:00:00,0,0,0,-8.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f3050331.JPG
SPIGa2013b_003177,2013:08:09 11:00:00,0,0,0,-8.89,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f3050381.JPG
SPIGa2013b_003229,2013:08:12 18:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f30503e9.JPG
SPIGa2013b_003230,2013:08:12 19:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f30503eb.JPG
SPIGa2013b_003231,2013:08:12 20:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f30503ed.JPG
SPIGa2013b_003232,2013:08:12 21:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f30503ef.JPG
SPIGa2013b_003234,2013:08:13 08:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f30503f3.JPG
SPIGa2013b_003241,2013:08:13 15:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f3050401.JPG
SPIGa2013b_003242,2013:08:13 16:00:00,0,0,0,-8.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f3050403.JPG
SPIGa2013b_003313,2013:08:18 12:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f3050491.JPG
SPIGa2013b_003314,2013:08:18 13:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f3050493.JPG
SPIGa2013b_003315,2013:08:18 14:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f3050495.JPG
SPIGa2013b_003349,2013:08:20 18:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f30504d9.JPG
SPIGa2013b_003498,2013:08:30 17:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f3050603.JPG
SPIGa2013b_003499,2013:08:30 18:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f3050605.JPG
SPIGa2013b_003500,2013:08:30 19:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f3050607.JPG
SPIGa2013b_003505,2013:08:31 09:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f3050611.JPG
SPIGa2013b_003518,2013:09:01 07:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f305062b.JPG
SPIGa2013b_003519,2013:09:01 08:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f305062d.JPG
SPIGa2013b_003520,2013:09:01 09:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f305062f.JPG
SPIGa2013b_003535,2013:09:02 09:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f305064d.JPG
SPIGa2013b_003544,2013:09:02 18:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f305065f.JPG
SPIGa2013b_003545,2013:09:02 19:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f3050661.JPG
SPIGa2013b_003546,2013:09:02 20:00:00,0,0,0,-8.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f3050663.JPG
SPIGa2013b_003584,2013:09:05 13:00:00,0,0,0,-8.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f30506af.JPG
SPIGa2013b_003636,2013:09:08 20:00:00,0,0,0,-8.89,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ece12fc4d79f3050717.JPG
SPIGa2013b_003908,2013:09:27 07:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed012fc4d79f3050937.JPG
SPIGa2013b_004193,2013:10:16 07:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed212fc4d79f3050b71.JPG
SPIGa2013b_004205,2013:10:16 19:00:00,0,0,0,-8.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed212fc4d79f3050b89.JPG
SPIGa2013b_004282,2013:10:21 21:00:00,0,0,0,-8.89,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed312fc4d79f3050c23.JPG
SPIGa2013b_004369,2013:10:27 18:00:00,0,0,0,-8.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed412fc4d79f3050cd1.JPG
SPIGa2013b_004493,2013:11:05 07:00:00,4,0,0,-8.89,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed512fc4d79f3050dc9.JPG
SPIGa2013b_004534,2013:11:07 18:00:00,8,0,0,-8.89,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed512fc4d79f3050e1b.JPG
SPIGa2013b_002273,2013:06:10 07:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec212fc4d79f304fc71.JPG
SPIGa2013b_002274,2013:06:10 08:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec212fc4d79f304fc73.JPG
SPIGa2013b_002275,2013:06:10 09:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec212fc4d79f304fc75.JPG
SPIGa2013b_002280,2013:06:10 14:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec212fc4d79f304fc7f.JPG
SPIGa2013b_002281,2013:06:10 15:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec212fc4d79f304fc81.JPG
SPIGa2013b_002282,2013:06:10 16:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec212fc4d79f304fc83.JPG
SPIGa2013b_002283,2013:06:10 17:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec212fc4d79f304fc85.JPG
SPIGa2013b_002424,2013:06:20 08:00:00,0,0,0,-9.44,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec312fc4d79f304fd9f.JPG
SPIGa2013b_002425,2013:06:20 09:00:00,0,0,0,-9.44,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec312fc4d79f304fda1.JPG
SPIGa2013b_002438,2013:06:21 07:00:00,0,0,0,-9.44,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fdbb.JPG
SPIGa2013b_002453,2013:06:22 07:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fdd9.JPG
SPIGa2013b_002454,2013:06:22 08:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fddb.JPG
SPIGa2013b_002487,2013:06:24 11:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe1d.JPG
SPIGa2013b_002490,2013:06:24 14:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe23.JPG
SPIGa2013b_002491,2013:06:24 15:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe25.JPG
SPIGa2013b_002493,2013:06:24 17:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe29.JPG
SPIGa2013b_002494,2013:06:24 18:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe2b.JPG
SPIGa2013b_002495,2013:06:24 19:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe2d.JPG
SPIGa2013b_002496,2013:06:24 20:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe2f.JPG
SPIGa2013b_002512,2013:06:25 21:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe4f.JPG
SPIGa2013b_002518,2013:06:26 12:00:00,0,0,0,-9.44,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec412fc4d79f304fe5b.JPG
SPIGa2013b_002719,2013:07:09 18:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec612fc4d79f304ffed.JPG
SPIGa2013b_002720,2013:07:09 19:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec612fc4d79f304ffef.JPG
SPIGa2013b_002721,2013:07:09 20:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec612fc4d79f304fff1.JPG
SPIGa2013b_002767,2013:07:12 21:00:00,0,0,0,-9.44,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec612fc4d79f305004d.JPG
SPIGa2013b_002841,2013:07:17 20:00:00,0,0,0,-9.44,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500e1.JPG
SPIGa2013b_002842,2013:07:17 21:00:00,0,0,0,-9.44,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f30500e3.JPG
SPIGa2013b_002877,2013:07:20 11:00:00,0,0,0,-9.44,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f3050129.JPG
SPIGa2013b_002884,2013:07:20 18:00:00,0,0,0,-9.44,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec712fc4d79f3050137.JPG
SPIGa2013b_002965,2013:07:26 09:00:00,0,0,0,-9.44,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f30501d9.JPG
SPIGa2013b_002966,2013:07:26 10:00:00,0,0,0,-9.44,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f30501db.JPG
SPIGa2013b_002967,2013:07:26 11:00:00,0,0,0,-9.44,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f30501dd.JPG
SPIGa2013b_002971,2013:07:26 15:00:00,0,0,0,-9.44,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f30501e5.JPG
SPIGa2013b_003010,2013:07:29 09:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f3050233.JPG
SPIGa2013b_003012,2013:07:29 11:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f3050237.JPG
SPIGa2013b_003013,2013:07:29 12:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f3050239.JPG
SPIGa2013b_003014,2013:07:29 13:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f305023b.JPG
SPIGa2013b_003044,2013:07:31 13:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec812fc4d79f3050277.JPG
SPIGa2013b_003098,2013:08:04 07:00:00,0,0,0,-9.44,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502e3.JPG
SPIGa2013b_003100,2013:08:04 09:00:00,0,0,0,-9.44,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502e7.JPG
SPIGa2013b_003101,2013:08:04 10:00:00,0,0,0,-9.44,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502e9.JPG
SPIGa2013b_003103,2013:08:04 12:00:00,0,0,0,-9.44,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502ed.JPG
SPIGa2013b_003104,2013:08:04 13:00:00,0,0,0,-9.44,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502ef.JPG
SPIGa2013b_003105,2013:08:04 14:00:00,0,0,0,-9.44,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502f1.JPG
SPIGa2013b_003109,2013:08:04 18:00:00,0,0,0,-9.44,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f30502f9.JPG
SPIGa2013b_003134,2013:08:06 13:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f305032b.JPG
SPIGa2013b_003135,2013:08:06 14:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f305032d.JPG
SPIGa2013b_003136,2013:08:06 15:00:00,0,0,0,-9.44,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ec912fc4d79f305032f.JPG
SPIGa2013b_003173,2013:08:09 07:00:00,0,0,0,-9.44,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f3050379.JPG
SPIGa2013b_003175,2013:08:09 09:00:00,0,0,0,-9.44,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f305037d.JPG
SPIGa2013b_003243,2013:08:13 17:00:00,0,0,0,-9.44,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f3050405.JPG
SPIGa2013b_003262,2013:08:14 21:00:00,0,0,0,-9.44,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eca12fc4d79f305042b.JPG
SPIGa2013b_003316,2013:08:18 15:00:00,0,0,0,-9.44,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f3050497.JPG
SPIGa2013b_003350,2013:08:20 19:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f30504db.JPG
SPIGa2013b_003351,2013:08:20 20:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f30504dd.JPG
SPIGa2013b_003352,2013:08:20 21:00:00,0,0,0,-9.44,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecb12fc4d79f30504df.JPG
SPIGa2013b_003473,2013:08:29 07:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecc12fc4d79f30505d1.JPG
SPIGa2013b_003474,2013:08:29 08:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecc12fc4d79f30505d3.JPG
SPIGa2013b_003501,2013:08:30 20:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f3050609.JPG
SPIGa2013b_003502,2013:08:30 21:00:00,0,0,0,-9.44,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecd12fc4d79f305060b.JPG
